Lokasi,Negara,Latitude,Longitude,Tanggal,Waktu,Suhu_C,Terasa_C,Kondisi,Kelembapan_pct,Peluang_Hujan_pct,Curah_Hujan_mm,Kecepatan_Angin_kph,Tekanan_mb,Tutupan_Awan_pct,UV
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 01:00:00,21.1,24.0,Mist,96,38,0.0,5.0,1014.0,99,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 02:00:00,21.0,24.0,Mist,96,26,0.0,4.7,1014.0,51,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 03:00:00,21.0,23.8,Mist,95,25,0.0,5.0,1013.0,42,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 04:00:00,20.9,23.6,Mist,95,31,0.0,5.4,1014.0,74,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 05:00:00,20.7,23.2,Smoky haze,94,19,0.0,5.8,1014.0,34,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 06:00:00,21.2,23.5,Smoky haze,89,15,0.0,5.4,1015.0,27,0.1
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 07:00:00,23.7,26.3,Smoky haze,72,10,0.0,3.6,1015.0,50,1.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 08:00:00,25.9,27.0,Partly Cloudy,60,6,0.0,7.2,1016.0,40,3.2
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 09:00:00,28.2,28.6,Sunny,48,2,0.0,9.7,1015.0,5,6.6
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 10:00:00,30.7,30.3,Sunny,39,1,0.0,10.8,1014.0,5,10.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 11:00:00,32.3,31.2,Sunny,34,1,0.0,13.7,1013.0,5,12.3
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 12:00:00,33.0,30.9,Sunny,33,1,0.0,17.6,1011.0,5,12.6
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 13:00:00,32.7,30.0,Sunny,34,1,0.0,21.6,1010.0,4,10.8
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 14:00:00,31.6,29.0,Sunny,37,1,0.0,22.0,1010.0,3,7.6
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 15:00:00,30.1,30.0,Sunny,42,1,0.0,19.4,1010.0,5,4.1
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 16:00:00,28.4,28.6,Sunny,47,2,0.0,16.6,1011.0,5,1.5
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 17:00:00,26.0,26.2,Sunny,56,3,0.0,13.0,1012.0,5,0.3
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 18:00:00,23.2,24.6,Clear,74,7,0.0,7.9,1013.0,5,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 19:00:00,22.1,24.9,Clear,86,13,0.0,3.6,1014.0,21,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 20:00:00,21.7,25.3,Partly Cloudy,90,17,0.0,0.7,1014.0,41,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 21:00:00,21.5,24.3,Overcast,90,29,0.0,4.0,1015.0,99,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 22:00:00,21.4,24.0,Overcast,91,30,0.0,5.8,1015.0,100,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-23,2026-09-23 23:00:00,21.4,24.2,Mist,93,30,0.0,5.0,1014.0,94,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 00:00:00,21.2,24.1,Mist,95,38,0.0,5.0,1014.0,100,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 01:00:00,21.1,23.9,Mist,95,38,0.0,5.4,1013.0,100,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 02:00:00,20.9,23.7,Mist,95,38,0.0,5.4,1013.0,100,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 03:00:00,20.9,23.6,Mist,95,38,0.0,5.4,1012.0,100,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 04:00:00,20.8,23.4,Mist,95,38,0.0,5.8,1013.0,98,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 05:00:00,20.6,23.4,Mist,95,37,0.0,4.3,1013.0,97,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 06:00:00,20.6,23.2,Smoky haze,90,17,0.0,3.2,1014.0,38,0.1
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 07:00:00,23.3,25.9,Smoky haze,74,7,0.0,1.8,1014.0,5,1.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 08:00:00,26.8,27.8,Smoky haze,58,3,0.0,2.5,1014.0,5,3.1
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 09:00:00,29.2,29.9,Cloudy,49,8,0.0,5.8,1014.0,76,6.4
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 10:00:00,31.3,31.7,Overcast,43,10,0.0,8.6,1013.0,99,9.9
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 11:00:00,32.7,32.3,Cloudy,38,5,0.0,14.0,1011.0,64,12.1
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 12:00:00,33.3,31.6,Cloudy,36,7,0.0,20.2,1010.0,84,12.3
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 13:00:00,32.9,30.7,Overcast,37,9,0.0,22.0,1010.0,96,10.3
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 14:00:00,31.8,29.9,Sunny,39,2,0.0,19.8,1009.0,18,6.4
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 15:00:00,30.5,30.5,Sunny,41,1,0.0,18.4,1010.0,6,3.3
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 16:00:00,28.6,28.8,Sunny,46,2,0.0,16.6,1010.0,5,1.3
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 17:00:00,26.2,26.4,Sunny,56,4,0.0,14.0,1011.0,18,0.2
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 18:00:00,23.3,24.9,Clear,74,7,0.0,7.2,1012.0,6,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 19:00:00,22.5,25.5,Smoky haze,85,11,0.0,3.2,1014.0,5,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 20:00:00,22.2,25.8,Smoky haze,89,13,0.0,1.4,1014.0,5,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 21:00:00,22.1,25.2,Smoky haze,89,24,0.0,4.3,1015.0,79,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 22:00:00,22.1,25.2,Smoky haze,89,26,0.0,3.6,1015.0,88,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-24,2026-09-24 23:00:00,21.9,25.0,Smoky haze,90,20,0.0,3.6,1015.0,56,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 00:00:00,21.6,24.6,Partly Cloudy,92,17,0.0,4.7,1014.0,29,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 01:00:00,21.4,24.4,Smoky haze,94,17,0.0,5.0,1013.0,24,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 02:00:00,21.3,24.2,Mist,94,23,0.0,4.7,1013.0,31,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 03:00:00,21.2,24.0,Smoky haze,94,19,0.0,4.7,1013.0,39,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 04:00:00,21.0,23.9,Smoky haze,94,17,0.0,4.3,1013.0,26,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 05:00:00,20.9,23.9,Smoky haze,94,23,0.0,3.6,1013.0,61,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 06:00:00,20.8,23.3,Smoky haze,89,19,0.0,3.6,1014.0,55,0.1
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 07:00:00,23.5,26.2,Smoky haze,77,9,0.0,3.6,1015.0,13,0.9
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 08:00:00,26.7,28.0,Smoky haze,62,4,0.0,4.7,1015.0,13,3.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 09:00:00,29.2,30.1,Sunny,52,3,0.0,6.8,1015.0,18,6.2
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 10:00:00,31.2,32.0,Sunny,46,1,0.0,9.7,1014.0,6,9.6
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 11:00:00,32.7,33.8,Partly Cloudy,42,3,0.0,14.4,1012.0,32,11.5
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 12:00:00,33.0,34.2,Patchy rain nearby,42,5,0.01,20.5,1011.0,59,11.2
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 13:00:00,31.6,32.7,Patchy rain nearby,45,8,0.02,21.2,1010.0,73,7.7
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 14:00:00,30.3,31.4,Patchy rain nearby,50,17,0.06,17.3,1010.0,87,4.7
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 15:00:00,29.2,30.4,Patchy rain nearby,53,17,0.14,13.7,1010.0,56,2.7
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 16:00:00,28.0,29.2,Patchy rain nearby,57,17,0.06,12.2,1011.0,73,1.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 17:00:00,26.3,27.3,Sunny,64,5,0.0,11.9,1011.0,21,0.2
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 18:00:00,23.6,25.3,Patchy rain nearby,76,22,0.05,8.3,1013.0,84,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 19:00:00,22.7,25.8,Clear,86,13,0.0,4.0,1014.0,19,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 20:00:00,22.5,26.3,Smoky haze,88,14,0.0,1.1,1014.0,23,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 21:00:00,22.4,26.1,Smoky haze,89,16,0.0,1.1,1015.0,32,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 22:00:00,22.3,25.8,Smoky haze,88,16,0.0,2.2,1015.0,40,0.0
Yogyakarta,Indonesia,-7.7828,110.3608,2026-09-25,2026-09-25 23:00:00,22.3,25.5,Smoky haze,88,16,0.0,2.9,1014.0,34,0.0
